"rebate","ad.spent","xmas","sales"
12.8327343519777,9190.4104272835,0,4138.34108796162
19.8518764367327,7486.3633424975,0,3947.48671846602
15.1864997576922,8922.64221608639,0,4150.62506306528
8.01254358608276,5643.15187325701,0,3165.38455650444
6.17081488016993,10425.7622435689,0,4167.64327685992
16.9483980676159,8801.24213686213,0,4189.08512928874
13.3265320956707,10324.3833202869,0,4408.67886835127
13.089710874483,4987.64255363494,0,3221.57037380057
16.2223640596494,5436.7180801928,0,3406.77458852325
17.7122857328504,4477.24622022361,0,3225.96244199045
18.488434641622,8081.66957274079,0,4056.3201456311
6.07550155837089,6629.98607428744,0,3320.45362773136
7.01907149050385,3372.45838996023,0,2648.37018218715
21.1926880152896,9413.44057722017,0,4412.92112391181
24.2651171749458,2173.10348572209,0,2865.97128243285
13.0707784276456,10863.6450585909,0,4534.15096467405
19.6059171576053,10211.4096055739,0,4549.14463169664
23.8311435934156,11837.6414505765,0,5011.81198196715
5.14678545761853,11748.7815795466,0,4429.10805468786
14.7476073494181,8584.71122616902,0,4048.0552933726
18.915643338114,7165.45104095712,0,3867.81073282017
19.2813987517729,4724.3212913163,0,3342.61086672478
10.1330081559718,9543.0196034722,0,4138.19603100307
18.2713836897165,7496.74658803269,0,3917.6343463174
9.28006458561867,7898.85737281293,0,3737.05759415037
16.7606269428506,2989.30187057704,0,2873.98025891015
14.5490016741678,2501.02163339034,0,2721.87245936186
24.7312855301425,7821.40250131488,0,4128.83852234096
18.7329244287685,11259.1933743097,0,4751.83666846432
14.6163160959259,7929.44009462371,0,3916.36963728305
13.9410778228194,5099.87473301589,0,3272.65107303261
16.7887281486765,4016.13361015916,0,3100.26260397056
8.68877775967121,11975.7910030894,0,4616.40359510381
22.4954312061891,9622.97375127673,0,4494.56546067103
20.9499189443886,9280.70826036856,0,4379.03365662185
10.9545594779775,2337.08419650793,0,2552.20208545411
19.9644637107849,8611.64985969663,0,4199.43468901167
5.90623562224209,6281.08037915081,0,3240.22815622299
23.6540670134127,2367.88637284189,0,2904.02584837277
17.2604998154566,11150.1129511744,0,4710.52660483946
7.63298173435032,4956.01107412949,0,3005.77697846919
9.6934803808108,3810.3741039522,0,2856.45597672721
24.1409840015694,2391.41094079241,0,2910.91883806399
10.7833681069314,6566.28213170916,0,3489.70202638034
22.0416658231989,8937.71808641031,0,4340.79978997755
5.53572945762426,11683.0023475923,0,4429.51642741265
15.23251329083,5969.13549629971,1,2602.97769071167
14.3185626994818,6419.54374313354,1,2725.14764406663
12.6331874588504,9413.53914141655,1,3273.3293404091
20.1549557922408,6521.16664499044,1,2583.5337688288
5.15030300244689,5436.23703112826,1,2651.25440494521
15.8846354903653,10914.0211883932,1,3494.1026839961
16.7480751080438,9264.05685069039,0,4268.95344582151
9.43703033030033,6279.29534809664,0,3380.64884458973
17.6275896094739,4347.4986362271,0,3198.5500523908
16.8185590067878,9863.37410332635,0,4416.78682265423
24.5906791742891,11779.8794927076,0,5004.46353197274
6.06317590922117,11928.1995790079,0,4509.46397338928
8.48320063203573,9478.85794145986,0,4054.68754907445
5.33860539086163,7573.32450989634,0,3493.95636841939
10.0584835745394,2693.5375998728,0,2615.32038478072
11.6956972843036,11350.7929006591,0,4584.16662565963
21.6004441585392,8285.81679891795,0,4177.50041869025
9.51266220770776,7768.08409299701,0,3708.38908047084
13.7594220740721,7929.78263041005,0,3900.75990777773
17.0551735209301,7494.54229418188,0,3879.12834745511
22.5677178893238,6093.79066666588,0,3721.91537448151
9.30657053366303,8586.79123502225,0,3899.07296269574
13.8104782532901,10213.4920544922,0,4394.17490702424
7.36382620409131,8456.74347411841,0,3781.22262245097
21.2016259692609,7512.71514035761,0,3999.58076825474
16.3246096484363,8402.28362753987,0,4080.06455670484
5.24299170356244,7130.44700957835,0,3403.21703468035
14.0203690715134,10789.4785520621,0,4545.90859171672
17.2425743378699,11730.3125425242,0,4841.99305737421
22.7402880508453,9904.37408024445,0,4539.46415968448
17.5717621482909,10579.338658601,0,4594.91642090085
21.651638369076,9358.03652787581,0,4406.18404173047
21.7396945180371,5239.49104407802,0,3491.62791242056
12.7353871613741,6858.33752900362,0,3625.15611692831
18.848131429404,10612.9747983068,0,4634.84429143917
19.7370626078919,2732.73855727166,0,2901.87424213244
18.3147061569616,5563.079808373,0,3475.6847195829
11.4800724945962,8821.59227086231,0,3996.68734728845
17.3404133087024,7265.76425647363,0,3835.62174109077
15.175479114987,11369.59838029,0,4694.83817231629
8.38429016061127,3368.69718786329,0,2667.70180840296
